1480488000	128	120
1480488000	9	28
1480488000	115	62
1480488000	62	133
1480488000	115	13
1480488000	113	133
1480488000	66	133
1480488000	114	21
1480488000	62	113
1480488000	62	66
1480488000	115	66
1480488000	40	123
1480488000	117	137
1480488000	13	113
1480488020	117	62
1480488020	113	133
1480488020	13	66
1480488020	13	133
1480488020	66	113
1480488020	117	66
1480488020	130	120
1480488020	115	62
1480488020	62	133
1480488020	115	13
1480488020	66	133
1480488020	114	21
1480488020	62	13
1480488020	117	13
1480488020	62	113
1480488020	62	66
1480488020	115	66
1480488020	40	123
1480488020	117	133
1480488020	117	137
1480488020	13	113
1480488040	117	62
1480488040	113	133
1480488040	62	13
1480488040	13	66
1480488040	13	137
1480488040	13	133
1480488040	10	133
1480488040	66	113
1480488040	117	66
1480488040	137	66
1480488040	62	133
1480488040	66	133
1480488040	62	137
1480488040	114	21
1480488040	117	13
1480488040	62	113
1480488040	62	66
1480488040	117	96
1480488040	40	123
1480488040	9	28
1480488040	13	113
1480488060	115	66
1480488060	113	133
1480488060	62	13
1480488060	128	62
1480488060	137	21
1480488060	66	113
1480488060	137	66
1480488060	62	2
1480488060	62	133
1480488060	10	13
1480488060	10	117
1480488060	66	133
1480488060	2	113
1480488060	114	21
1480488060	117	13
1480488060	62	113
1480488060	117	96
1480488060	10	96
1480488060	77	125
1480488060	9	28
1480488060	2	133
1480488080	2	133
1480488080	113	133
1480488080	115	133
1480488080	66	113
1480488080	62	2
1480488080	115	62
1480488080	62	133
1480488080	10	13
1480488080	13	96
1480488080	66	133
1480488080	2	113
1480488080	114	21
1480488080	115	113
1480488080	117	2
1480488080	117	13
1480488080	62	113
1480488080	62	66
1480488080	115	66
1480488080	117	96
1480488080	110	130
1480488080	40	123
1480488080	13	2
1480488080	17	35
1480488080	117	113
1480488100	115	66
1480488100	113	133
1480488100	115	2
1480488100	62	13
1480488100	115	133
1480488100	13	66
1480488100	2	66
1480488100	13	133
1480488100	137	21
1480488100	62	2
1480488100	115	62
1480488100	62	133
1480488100	96	113
1480488100	115	13
1480488100	66	133
1480488100	62	137
1480488100	2	113
1480488100	110	54
1480488100	114	21
1480488100	62	113
1480488100	62	66
1480488100	110	130
1480488100	40	123
1480488100	13	2
1480488100	10	96
1480488100	114	76
1480488100	2	133
1480488100	17	35
1480488100	13	113
1480488120	115	66
1480488120	113	133
1480488120	115	2
1480488120	62	13
1480488120	17	114
1480488120	115	133
1480488120	13	66
1480488120	13	137
1480488120	2	66
1480488120	13	133
1480488120	66	113
1480488120	137	66
1480488120	115	62
1480488120	62	133
1480488120	137	134
1480488120	115	13
1480488120	66	133
1480488120	62	137
1480488120	2	113
1480488120	114	21
1480488120	110	130
1480488120	40	123
1480488120	13	2
1480488120	10	96
1480488120	77	125
1480488120	17	35
1480488120	13	113
1480488140	117	62
1480488140	113	133
1480488140	115	133
1480488140	13	137
1480488140	137	21
1480488140	13	133
1480488140	62	137
1480488140	117	66
1480488140	137	35
1480488140	115	62
1480488140	118	120
1480488140	62	133
1480488140	66	133
1480488140	114	21
1480488140	115	66
1480488140	110	130
1480488140	40	123
1480488140	117	133
1480488140	117	137
1480488140	117	115
1480488140	2	133
1480488140	17	35
1480488160	117	62
1480488160	115	133
1480488160	117	66
1480488160	115	62
1480488160	62	133
1480488160	125	21
1480488160	66	133
1480488160	114	21
1480488160	117	2
1480488160	115	66
1480488160	110	130
1480488160	2	133
1480488160	40	123
1480488160	10	96
1480488160	117	133
1480488160	117	137
1480488160	117	115
1480488160	17	35
1480488180	117	62
1480488180	115	66
1480488180	115	133
1480488180	13	137
1480488180	117	66
1480488180	115	62
1480488180	113	133
1480488180	62	133
1480488180	125	21
1480488180	137	113
1480488180	66	133
1480488180	114	21
1480488180	115	113
1480488180	62	113
1480488180	62	66
1480488180	110	130
1480488180	40	123
1480488180	10	96
1480488180	125	114
1480488180	117	133
1480488180	117	115
1480488180	17	35
1480488180	17	134
1480488200	117	62
1480488200	115	2
1480488200	115	133
1480488200	13	137
1480488200	2	66
1480488200	117	66
1480488200	62	133
1480488200	62	2
1480488200	137	35
1480488200	115	62
1480488200	113	133
1480488200	84	120
1480488200	137	134
1480488200	125	21
1480488200	66	133
1480488200	2	113
1480488200	114	21
1480488200	115	113
1480488200	62	113
1480488200	115	66
1480488200	40	123
1480488200	10	96
1480488200	125	114
1480488200	117	133
1480488200	117	115
1480488200	2	133
1480488200	17	35
1480488200	128	9
1480488200	117	113
1480488220	117	62
1480488220	115	66
1480488220	113	133
1480488220	115	2
1480488220	115	133
1480488220	13	137
1480488220	2	66
1480488220	114	76
1480488220	117	66
1480488220	62	2
1480488220	115	62
1480488220	62	133
1480488220	125	21
1480488220	66	133
1480488220	2	113
1480488220	114	21
1480488220	115	113
1480488220	117	2
1480488220	40	123
1480488220	13	2
1480488220	10	96
1480488220	125	114
1480488220	117	133
1480488220	117	115
1480488220	2	133
1480488220	17	35
1480488220	128	9
1480488240	117	62
1480488240	115	66
1480488240	10	113
1480488240	115	2
1480488240	115	133
1480488240	10	137
1480488240	13	137
1480488240	2	66
1480488240	117	66
1480488240	84	130
1480488240	62	133
1480488240	62	2
1480488240	137	35
1480488240	115	62
1480488240	113	133
1480488240	10	13
1480488240	125	21
1480488240	137	134
1480488240	110	84
1480488240	10	84
1480488240	66	133
1480488240	2	113
1480488240	114	21
1480488240	117	2
1480488240	115	113
1480488240	110	130
1480488240	10	2
1480488240	40	123
1480488240	13	96
1480488240	10	96
1480488240	125	114
1480488240	117	133
1480488240	117	137
1480488240	117	115
1480488240	2	133
1480488240	17	35
1480488240	128	9
1480488260	117	62
1480488260	62	96
1480488260	113	133
1480488260	115	2
1480488260	115	133
1480488260	10	137
1480488260	13	137
1480488260	17	21
1480488260	117	66
1480488260	115	62
1480488260	62	133
1480488260	137	134
1480488260	96	113
1480488260	10	13
1480488260	2	26
1480488260	96	133
1480488260	66	133
1480488260	62	137
1480488260	114	21
1480488260	115	113
1480488260	117	2
1480488260	62	113
1480488260	115	66
1480488260	40	123
1480488260	13	96
1480488260	10	96
1480488260	84	130
1480488260	117	133
1480488260	13	113
1480488260	7	130
1480488260	117	115
1480488260	10	26
1480488260	40	10
1480488260	2	133
1480488260	96	137
1480488260	17	35
1480488260	128	9
1480488280	117	62
1480488280	115	66
1480488280	113	133
1480488280	21	76
1480488280	115	133
1480488280	13	137
1480488280	117	66
1480488280	137	66
1480488280	84	130
1480488280	115	62
1480488280	62	133
1480488280	137	134
1480488280	10	13
1480488280	2	26
1480488280	96	133
1480488280	13	96
1480488280	103	26
1480488280	66	133
1480488280	114	21
1480488280	115	113
1480488280	10	96
1480488280	117	133
1480488280	13	113
1480488280	66	26
1480488280	117	115
1480488280	10	103
1480488280	10	26
1480488280	13	26
1480488280	96	26
1480488280	17	35
1480488280	128	9
1480488300	117	62
1480488300	115	66
1480488300	113	133
1480488300	115	133
1480488300	114	76
1480488300	117	66
1480488300	115	62
1480488300	62	133
1480488300	137	134
1480488300	10	13
1480488300	103	26
1480488300	133	21
1480488300	66	133
1480488300	114	21
1480488300	2	76
1480488300	103	137
1480488300	110	130
1480488300	13	96
1480488300	10	96
1480488300	117	133
1480488300	117	115
1480488300	10	103
1480488300	10	26
1480488300	13	26
1480488300	96	26
1480488300	96	137
1480488300	17	35
1480488300	128	9
1480488320	103	76
1480488320	117	62
1480488320	96	2
1480488320	115	133
1480488320	10	137
1480488320	137	21
1480488320	2	123
1480488320	40	21
1480488320	117	66
1480488320	130	120
1480488320	62	2
1480488320	137	35
1480488320	115	62
1480488320	62	133
1480488320	96	66
1480488320	137	134
1480488320	21	120
1480488320	10	13
1480488320	2	26
1480488320	66	133
1480488320	103	133
1480488320	103	17
1480488320	110	54
1480488320	62	118
1480488320	115	96
1480488320	62	66
1480488320	115	66
1480488320	117	96
1480488320	10	2
1480488320	40	123
1480488320	13	2
1480488320	110	84
1480488320	13	96
1480488320	10	96
1480488320	117	133
1480488320	114	76
1480488320	117	115
1480488320	10	103
1480488320	10	26
1480488320	13	26
1480488320	17	35
1480488320	128	9
1480488320	137	2
1480488340	117	62
1480488340	115	66
1480488340	113	133
1480488340	96	2
1480488340	115	133
1480488340	40	125
1480488340	40	21
1480488340	117	66
1480488340	137	35
1480488340	115	62
1480488340	62	133
1480488340	137	134
1480488340	2	26
1480488340	115	137
1480488340	66	133
1480488340	110	54
1480488340	10	2
1480488340	13	2
1480488340	13	96
1480488340	10	96
1480488340	117	133
1480488340	7	130
1480488340	114	76
1480488340	117	115
1480488340	10	26
1480488340	13	26
1480488340	96	26
1480488340	77	103
1480488340	17	35
1480488340	137	2
1480488360	117	62
1480488360	115	66
1480488360	96	2
1480488360	21	76
1480488360	115	133
1480488360	40	125
1480488360	117	66
1480488360	115	62
1480488360	62	133
1480488360	137	134
1480488360	10	13
1480488360	2	26
1480488360	13	96
1480488360	114	21
1480488360	125	17
1480488360	10	2
1480488360	13	2
1480488360	10	96
1480488360	117	133
1480488360	114	76
1480488360	117	115
1480488360	10	26
1480488360	13	26
1480488360	17	35
1480488360	137	2
1480488380	10	96
1480488380	17	35
1480488380	115	137
1480488380	66	133
1480488380	115	62
1480488380	115	66
1480488380	117	133
1480488380	113	133
1480488380	10	13
1480488380	117	62
1480488380	96	2
1480488380	116	77
1480488380	114	76
1480488380	115	133
1480488380	75	120
1480488380	62	133
1480488380	117	115
1480488380	40	125
1480488380	62	66
1480488380	137	134
1480488380	10	26
1480488380	21	76
1480488380	7	21
1480488380	88	9
1480488380	13	26
1480488380	96	26
1480488380	10	66
1480488380	10	2
1480488380	2	26
1480488380	137	2
1480488380	13	2
1480488380	117	66
1480488380	118	9
1480488380	13	96
1480488400	117	62
1480488400	10	96
1480488400	115	133
1480488400	66	133
1480488400	7	21
1480488400	114	21
1480488400	117	115
1480488400	117	66
1480488400	117	133
1480488400	113	133
1480488400	96	2
1480488400	110	54
1480488400	116	77
1480488400	114	76
1480488400	62	133
1480488400	40	125
1480488400	62	66
1480488400	137	134
1480488400	10	26
1480488400	21	76
1480488400	115	66
1480488400	10	13
1480488400	2	84
1480488400	88	9
1480488400	13	26
1480488400	96	26
1480488400	10	2
1480488400	2	26
1480488400	17	35
1480488400	128	9
1480488400	13	2
1480488400	118	9
1480488400	13	96
1480488400	75	130
1480488420	117	62
1480488420	115	66
1480488420	7	114
1480488420	113	133
1480488420	96	2
1480488420	21	76
1480488420	116	77
1480488420	40	125
1480488420	88	9
1480488420	117	66
1480488420	137	35
1480488420	62	133
1480488420	96	66
1480488420	10	13
1480488420	2	26
1480488420	118	9
1480488420	7	76
1480488420	66	133
1480488420	110	54
1480488420	2	84
1480488420	114	21
1480488420	7	21
1480488420	10	2
1480488420	13	2
1480488420	13	96
1480488420	10	96
1480488420	115	133
1480488420	88	118
1480488420	117	133
1480488420	114	76
1480488420	117	115
1480488420	10	26
1480488420	13	26
1480488420	96	26
1480488420	96	137
1480488420	17	35
1480488420	137	2
1480488440	117	62
1480488440	115	66
1480488440	7	114
1480488440	113	133
1480488440	62	13
1480488440	21	76
1480488440	116	77
1480488440	115	133
1480488440	88	118
1480488440	13	66
1480488440	40	125
1480488440	88	9
1480488440	13	137
1480488440	114	76
1480488440	13	133
1480488440	117	66
1480488440	137	35
1480488440	115	62
1480488440	75	120
1480488440	62	133
1480488440	137	134
1480488440	137	17
1480488440	10	13
1480488440	2	26
1480488440	118	9
1480488440	115	13
1480488440	66	133
1480488440	114	21
1480488440	115	113
1480488440	62	113
1480488440	7	21
1480488440	110	130
1480488440	10	2
1480488440	23	137
1480488440	13	2
1480488440	10	96
1480488440	117	133
1480488440	7	76
1480488440	117	115
1480488440	13	26
1480488440	96	26
1480488440	17	35
1480488440	137	2
1480488460	135	13
1480488460	10	23
1480488460	117	62
1480488460	135	137
1480488460	115	66
1480488460	7	114
1480488460	113	133
1480488460	21	76
1480488460	88	28
1480488460	116	77
1480488460	115	133
1480488460	10	62
1480488460	13	66
1480488460	40	125
1480488460	88	9
1480488460	13	133
1480488460	135	26
1480488460	117	66
1480488460	115	62
1480488460	62	133
1480488460	137	134
1480488460	2	26
1480488460	133	84
1480488460	10	17
1480488460	115	13
1480488460	10	35
1480488460	135	2
1480488460	114	21
1480488460	62	13
1480488460	115	113
1480488460	117	13
1480488460	13	84
1480488460	7	21
1480488460	2	133
1480488460	23	137
1480488460	10	96
1480488460	117	133
1480488460	114	76
1480488460	117	115
1480488460	9	28
1480488460	10	103
1480488460	13	23
1480488460	17	35
1480488460	137	2
1480488480	10	35
1480488480	2	133
1480488480	75	133
1480488480	84	26
1480488480	62	75
1480488480	10	84
1480488480	117	62
1480488480	135	137
1480488480	10	115
1480488480	77	107
1480488480	117	66
1480488480	96	133
1480488480	10	62
1480488480	84	130
1480488480	10	13
1480488480	7	114
1480488480	17	35
1480488480	117	133
1480488480	113	133
1480488480	96	2
1480488480	135	2
1480488480	114	21
1480488480	117	137
1480488480	57	103
1480488480	62	13
1480488480	135	84
1480488480	115	62
1480488480	117	26
1480488480	115	113
1480488480	10	96
1480488480	115	96
1480488480	117	2
1480488480	62	133
1480488480	116	77
1480488480	114	76
1480488480	115	133
1480488480	10	120
1480488480	13	66
1480488480	117	115
1480488480	117	84
1480488480	40	125
1480488480	10	135
1480488480	115	75
1480488480	10	21
1480488480	10	26
1480488480	7	21
1480488480	21	76
1480488480	10	75
1480488480	13	26
1480488480	57	123
1480488480	137	134
1480488480	10	2
1480488480	2	26
1480488480	10	130
1480488480	137	2
1480488480	13	133
1480488480	13	96
1480488480	115	13
1480488480	10	133
1480488500	135	137
1480488500	7	114
1480488500	96	2
1480488500	62	13
1480488500	134	66
1480488500	21	76
1480488500	116	77
1480488500	115	133
1480488500	40	125
1480488500	13	137
1480488500	13	133
1480488500	130	120
1480488500	62	2
1480488500	115	62
1480488500	62	133
1480488500	10	135
1480488500	137	134
1480488500	2	26
1480488500	23	35
1480488500	118	9
1480488500	115	13
1480488500	10	84
1480488500	115	137
1480488500	114	21
1480488500	40	23
1480488500	135	2
1480488500	2	130
1480488500	7	21
1480488500	10	2
1480488500	13	96
1480488500	10	96
1480488500	77	107
1480488500	135	96
1480488500	114	76
1480488500	10	26
1480488500	13	84
1480488500	13	26
1480488500	96	26
1480488500	2	133
1480488500	17	35
1480488500	137	2
1480488520	10	128
1480488520	10	96
1480488520	135	26
1480488520	77	107
1480488520	62	137
1480488520	135	96
1480488520	128	84
1480488520	137	84
1480488520	84	130
1480488520	7	114
1480488520	10	84
1480488520	115	2
1480488520	128	135
1480488520	96	2
1480488520	62	2
1480488520	115	62
1480488520	134	66
1480488520	21	76
1480488520	62	113
1480488520	116	77
1480488520	114	76
1480488520	115	133
1480488520	62	133
1480488520	40	125
1480488520	10	135
1480488520	84	102
1480488520	10	26
1480488520	135	84
1480488520	96	26
1480488520	13	137
1480488520	2	133
1480488520	10	2
1480488520	135	137
1480488520	17	35
1480488520	114	21
1480488520	2	66
1480488520	103	2
1480488520	137	2
1480488520	13	2
1480488540	75	103
1480488540	137	133
1480488540	7	21
1480488540	7	114
1480488540	115	2
1480488540	128	135
1480488540	13	21
1480488540	134	66
1480488540	21	76
1480488540	116	77
1480488540	17	132
1480488540	115	133
1480488540	13	66
1480488540	40	125
1480488540	88	9
1480488540	35	132
1480488540	13	132
1480488540	13	133
1480488540	135	26
1480488540	62	2
1480488540	115	62
1480488540	62	133
1480488540	100	2
1480488540	2	25
1480488540	10	13
1480488540	2	28
1480488540	2	26
1480488540	114	21
1480488540	137	84
1480488540	110	54
1480488540	2	130
1480488540	84	102
1480488540	10	2
1480488540	13	2
1480488540	10	128
1480488540	10	96
1480488540	135	96
1480488540	13	76
1480488540	23	35
1480488540	114	76
1480488540	10	26
1480488540	96	26
1480488540	17	35
1480488560	10	96
1480488560	13	17
1480488560	66	114
1480488560	137	84
1480488560	7	114
1480488560	17	35
1480488560	134	132
1480488560	130	120
1480488560	134	66
1480488560	21	76
1480488560	13	134
1480488560	115	62
1480488560	116	77
1480488560	114	76
1480488560	115	133
1480488560	62	133
1480488560	13	66
1480488560	40	125
1480488560	10	26
1480488560	10	137
1480488560	88	9
1480488560	137	114
1480488560	137	134
1480488560	13	132
1480488560	96	26
1480488560	10	25
1480488560	84	102
1480488580	10	96
1480488580	77	107
1480488580	13	17
1480488580	137	102
1480488580	62	28
1480488580	115	113
1480488580	134	66
1480488580	21	76
1480488580	137	84
1480488580	116	77
1480488580	115	133
1480488580	62	133
1480488580	13	66
1480488580	40	125
1480488580	40	23
1480488580	84	102
1480488580	10	26
1480488580	88	9
1480488580	13	132
1480488580	96	26
1480488580	10	25
1480488580	17	35
1480488600	10	84
1480488600	10	96
1480488600	2	26
1480488600	137	84
1480488600	13	17
1480488600	115	2
1480488600	96	2
1480488600	76	130
1480488600	114	21
1480488600	13	134
1480488600	115	113
1480488600	7	130
1480488600	134	66
1480488600	2	76
1480488600	116	77
1480488600	115	133
1480488600	62	133
1480488600	13	66
1480488600	40	125
1480488600	137	134
1480488600	84	102
1480488600	10	26
1480488600	137	102
1480488600	88	9
1480488600	137	114
1480488600	40	23
1480488600	77	107
1480488600	13	132
1480488600	96	26
1480488600	23	125
1480488600	10	25
1480488600	10	2
1480488600	17	35
1480488620	137	76
1480488620	10	96
1480488620	2	26
1480488620	62	137
1480488620	76	92
1480488620	13	17
1480488620	96	2
1480488620	114	21
1480488620	23	125
1480488620	134	66
1480488620	88	9
1480488620	116	77
1480488620	62	133
1480488620	13	66
1480488620	137	26
1480488620	115	133
1480488620	40	125
1480488620	84	102
1480488620	10	26
1480488620	13	132
1480488620	107	110
1480488620	96	26
1480488620	137	134
1480488620	10	25
1480488620	10	2
1480488620	17	35
1480488620	137	2
1480488640	116	77
1480488640	10	96
1480488640	35	28
1480488640	21	123
1480488640	36	137
1480488640	76	92
1480488640	23	125
1480488640	13	17
1480488640	114	123
1480488640	96	2
1480488640	114	21
1480488640	123	92
1480488640	10	98
1480488640	7	114
1480488640	115	113
1480488640	134	66
1480488640	113	133
1480488640	115	133
1480488640	62	133
1480488640	13	66
1480488640	76	123
1480488640	62	113
1480488640	40	125
1480488640	84	102
1480488640	10	26
1480488640	88	9
1480488640	13	132
1480488640	107	110
1480488640	96	26
1480488640	10	25
1480488640	10	2
1480488640	2	26
1480488640	17	35
1480488640	10	133
1480488660	116	77
1480488660	98	128
1480488660	10	96
1480488660	114	21
1480488660	7	114
1480488660	13	17
1480488660	13	66
1480488660	96	2
1480488660	13	123
1480488660	134	66
1480488660	10	21
1480488660	115	133
1480488660	13	134
1480488660	36	137
1480488660	62	133
1480488660	40	125
1480488660	10	26
1480488660	36	62
1480488660	13	132
1480488660	96	26
1480488660	98	2
1480488660	98	137
1480488660	10	25
1480488660	10	2
1480488660	2	26
1480488660	98	26
1480488660	17	35
1480488660	137	92
1480488680	10	96
1480488680	77	74
1480488680	113	133
1480488680	13	17
1480488680	96	2
1480488680	114	21
1480488680	7	130
1480488680	134	66
1480488680	13	134
1480488680	36	137
1480488680	13	66
1480488680	40	125
1480488680	98	21
1480488680	84	102
1480488680	10	26
1480488680	10	137
1480488680	62	133
1480488680	13	132
1480488680	98	17
1480488680	107	110
1480488680	96	26
1480488680	125	123
1480488680	98	137
1480488680	10	25
1480488680	10	2
1480488680	2	26
