1480486100	125	130
1480486100	7	130
1480486100	9	110
1480486120	9	130
1480486160	125	130
1480486180	9	21
1480486200	9	21
1480486200	7	130
1480486220	9	21
1480486240	9	21
1480486240	7	130
1480486240	125	21
1480486260	125	21
1480486260	7	130
1480486280	125	21
1480486280	7	130
1480486300	125	21
1480486300	7	130
1480486320	125	21
1480486320	7	130
1480486340	125	21
1480486340	7	110
1480486340	7	130
1480486360	125	21
1480486360	7	130
1480486380	125	21
1480486380	7	130
1480486400	125	21
1480486400	110	130
1480486400	7	110
1480486400	7	130
1480486420	125	21
1480486420	7	130
1480486440	9	21
1480486440	125	9
1480486440	125	21
1480486460	9	21
1480486460	125	9
1480486460	125	21
1480486500	125	21
1480486520	125	21
1480486540	125	21
1480486560	21	120
1480486560	125	21
1480486560	77	110
1480486580	125	9
1480486580	21	120
1480486580	125	21
1480486580	77	110
1480486580	125	120
1480486600	125	21
1480486600	77	110
1480486620	125	21
1480486640	77	110
1480486660	9	21
1480486660	125	21
1480486660	40	120
1480486680	9	21
1480486680	110	76
1480486680	125	9
1480486680	125	21
1480486680	40	120
1480486680	40	110
1480486700	9	21
1480486700	40	120
1480486700	40	110
1480486700	125	21
1480486700	125	9
1480486720	9	21
1480486720	125	9
1480486720	125	21
1480486720	40	120
1480486740	9	21
1480486740	125	9
1480486740	40	76
1480486740	40	120
1480486740	125	21
1480486760	9	21
1480486760	125	9
1480486760	125	21
1480486760	40	120
1480486760	76	120
1480486780	9	21
1480486780	125	9
1480486780	125	21
1480486780	40	120
1480486780	76	120
1480486800	9	21
1480486800	125	9
1480486800	40	76
1480486800	40	120
1480486800	77	110
1480486800	125	21
1480486800	76	120
1480486820	9	21
1480486820	125	9
1480486820	125	21
1480486820	7	130
1480486840	125	9
1480486840	9	120
1480486840	7	130
1480486860	40	76
1480486880	125	21
1480486880	7	130
1480486900	9	21
1480486900	40	76
1480486900	110	120
1480486900	7	130
1480486920	9	21
1480486940	9	21
1480486940	125	120
1480486960	77	21
1480486980	40	76
1480486980	21	120
1480486980	77	21
1480487000	21	130
1480487000	125	130
1480487000	21	120
1480487000	77	21
1480487000	9	110
1480487020	130	120
1480487020	21	120
1480487020	77	21
1480487020	21	130
1480487020	77	120
1480487040	110	76
1480487040	21	120
1480487040	77	21
1480487040	21	130
1480487040	7	21
1480487040	76	120
1480487040	77	120
1480487040	7	130
1480487040	110	21
1480487040	7	76
1480487060	110	76
1480487060	21	76
1480487060	130	120
1480487060	21	120
1480487060	77	21
1480487060	7	21
1480487060	76	120
1480487060	77	120
1480487060	9	130
1480487060	7	130
1480487060	7	76
1480487060	7	120
1480487080	21	120
1480487080	77	21
1480487080	7	21
1480487080	7	120
1480487100	21	76
1480487100	77	76
1480487100	7	21
1480487100	110	130
1480487100	7	110
1480487100	7	76
1480487120	21	120
1480487120	125	21
1480487140	130	120
1480487140	21	120
1480487140	125	21
1480487160	130	120
1480487160	9	120
1480487160	125	21
1480487160	7	130
1480487180	125	21
1480487180	110	120
1480487200	125	21
1480487200	110	120
1480487220	125	21
1480487220	110	120
1480487240	125	114
1480487240	125	21
1480487240	114	21
1480487240	40	123
1480487260	21	120
1480487260	125	21
1480487260	77	110
1480487260	114	21
1480487260	40	123
1480487260	125	114
1480487280	9	21
1480487280	125	9
1480487280	125	21
1480487280	77	110
1480487280	40	123
1480487280	125	114
1480487280	9	114
1480487300	9	21
1480487300	125	9
1480487300	125	21
1480487300	40	123
1480487320	9	21
1480487320	9	120
1480487320	125	9
1480487320	125	21
1480487320	40	123
1480487340	9	21
1480487340	125	9
1480487340	125	21
1480487340	125	114
1480487360	9	21
1480487360	125	9
1480487360	66	120
1480487360	125	21
1480487360	114	21
1480487360	125	114
1480487360	9	114
1480487380	9	21
1480487380	125	9
1480487380	125	21
1480487380	66	120
1480487380	114	21
1480487380	125	114
1480487380	9	114
1480487400	9	21
1480487400	125	9
1480487400	62	120
1480487400	125	21
1480487400	66	133
1480487400	114	21
1480487400	125	114
1480487400	9	114
1480487420	9	21
1480487420	125	9
1480487420	125	21
1480487420	66	133
1480487420	114	21
1480487420	125	114
1480487420	9	114
1480487440	9	21
1480487440	125	9
1480487440	62	133
1480487440	125	21
1480487440	77	110
1480487460	9	21
1480487460	125	9
1480487460	62	133
1480487460	125	21
1480487460	66	133
1480487460	77	110
1480487460	114	76
1480487480	9	21
1480487480	43	9
1480487480	125	21
1480487480	114	76
1480487500	21	76
1480487500	114	21
1480487500	7	130
1480487500	114	76
1480487520	114	21
1480487520	40	123
1480487520	7	130
1480487540	21	76
1480487540	77	110
1480487540	7	130
1480487560	43	9
1480487560	21	76
1480487560	62	133
1480487560	77	110
1480487560	77	125
1480487560	114	76
1480487580	77	76
1480487580	62	133
1480487580	77	110
1480487580	76	120
1480487580	54	120
1480487580	77	125
1480487580	7	130
1480487600	110	76
1480487600	77	110
1480487600	125	110
1480487600	77	125
1480487620	21	76
1480487620	62	133
1480487620	77	110
1480487620	77	125
1480487620	7	130
1480487640	21	76
1480487640	77	110
1480487640	114	21
1480487640	21	123
1480487660	21	76
1480487660	114	76
1480487660	77	110
1480487660	114	21
1480487660	54	120
1480487660	63	9
1480487660	7	130
1480487680	35	54
1480487680	21	76
1480487680	35	120
1480487680	66	133
1480487680	114	21
1480487680	77	125
1480487680	114	76
1480487700	21	76
1480487700	114	76
1480487700	66	133
1480487700	114	21
1480487700	77	125
1480487700	7	130
1480487720	13	54
1480487720	21	76
1480487720	114	21
1480487720	40	123
1480487720	77	125
1480487720	7	130
1480487740	113	54
1480487740	13	17
1480487740	114	123
1480487740	40	123
1480487740	77	125
1480487760	62	13
1480487760	13	66
1480487760	66	113
1480487760	40	123
1480487760	77	125
1480487760	13	113
1480487780	62	13
1480487780	13	66
1480487780	66	113
1480487780	62	113
1480487780	62	66
1480487780	40	123
1480487780	13	113
1480487780	77	125
1480487780	7	130
1480487800	43	9
1480487800	62	13
1480487800	135	120
1480487800	13	133
1480487800	62	133
1480487800	113	133
1480487800	135	54
1480487800	62	113
1480487800	54	120
1480487800	77	125
1480487800	13	113
1480487820	43	9
1480487820	13	66
1480487820	123	132
1480487820	13	133
1480487820	66	113
1480487820	113	133
1480487820	62	120
1480487820	110	54
1480487820	77	125
1480487820	66	133
1480487820	13	113
1480487840	117	62
1480487840	113	133
1480487840	43	9
1480487840	62	13
1480487840	13	66
1480487840	66	133
1480487840	13	133
1480487840	7	76
1480487840	66	113
1480487840	62	133
1480487840	76	130
1480487840	77	125
1480487840	7	130
1480487840	113	110
1480487840	13	113
1480487860	113	133
1480487860	62	13
1480487860	13	133
1480487860	66	113
1480487860	62	133
1480487860	66	133
1480487860	110	54
1480487860	62	113
1480487860	62	66
1480487860	76	130
1480487860	77	125
1480487860	13	66
1480487860	7	130
1480487860	13	113
1480487880	62	13
1480487880	13	66
1480487880	13	133
1480487880	66	113
1480487880	62	133
1480487880	66	133
1480487880	110	54
1480487880	62	66
1480487880	76	130
1480487880	7	130
1480487880	7	76
1480487880	13	113
1480487900	13	66
1480487900	13	133
1480487900	113	133
1480487900	110	54
1480487900	21	130
1480487900	66	113
1480487900	13	113
1480487900	13	76
1480487900	7	130
1480487900	117	113
1480487920	21	130
1480487920	21	76
1480487920	13	66
1480487920	13	133
1480487920	66	113
1480487920	62	133
1480487920	113	133
1480487920	66	133
1480487920	110	54
1480487920	62	13
1480487920	62	113
1480487920	62	66
1480487920	13	113
1480487940	113	133
1480487940	62	13
1480487940	21	76
1480487940	115	133
1480487940	13	66
1480487940	13	133
1480487940	117	66
1480487940	137	123
1480487940	115	62
1480487940	62	133
1480487940	66	133
1480487940	134	120
1480487940	110	54
1480487940	66	113
1480487940	21	123
1480487940	13	76
1480487940	7	130
1480487940	62	113
1480487940	13	113
1480487960	62	13
1480487960	115	133
1480487960	13	66
1480487960	114	76
1480487960	13	137
1480487960	13	133
1480487960	117	66
1480487960	115	62
1480487960	113	133
1480487960	62	133
1480487960	115	13
1480487960	66	133
1480487960	134	120
1480487960	110	54
1480487960	115	113
1480487960	62	66
1480487960	115	66
1480487960	13	113
1480487960	7	130
1480487980	113	133
1480487980	62	13
1480487980	115	133
1480487980	13	66
1480487980	13	133
1480487980	114	76
1480487980	115	62
1480487980	62	133
1480487980	115	13
1480487980	110	54
1480487980	66	133
1480487980	114	21
1480487980	62	113
1480487980	62	66
1480487980	21	76
1480487980	115	66
1480487980	40	123
1480487980	7	130
1480487980	13	113
1480488000	62	13
1480488000	13	66
1480488000	114	76
1480488000	13	133
1480488000	117	66
